record_id,district,place_name,latitude,longitude,elevation_m,distance_to_river_m,landcover,soil_type,water_supply,electricity,road_quality,population_density_per_km2,built_up_percent,urban_rural,rainfall_7d_mm,monthly_rainfall_mm,drainage_index,ndvi,ndwi,water_presence_flag,historical_flood_count,infrastructure_score,nearest_hospital_km,nearest_evac_km,flood_risk_score,flood_occurrence_current_event,inundation_area_sqm,is_good_to_live,reason_not_good_to_live,is_synthetic,generation_date
F118400,Colombo,Galakanda East,9.920695,79.83886,53,2242.9,Agriculture,Loamy,Well,None,Good (paved),1377,64.6,Urban,10.9,82.7,0.152,0.305,0.017,Unlikely,0,44,9.55,5.62,15.29,No,0,Yes,,True,2025-10-28
F118401,Anuradhapura,Pahalanuwara,7.375352,81.47901,7,1889.8,Urban,Clay,Well,Grid,Good (paved),917,34.3,Urban,15.7,54.6,0.789,0.003,-0.122,Unlikely,2,95,3.12,27.19,17.34,No,0,Yes,,True,2024-10-16
F118402,Jaffna,Mahanuwara Central,8.027829,80.831721,77,390.7,Forest,Sandy,Surface water,Grid,Poor (unpaved),602,22.6,Rural,44.3,78.8,0.918,0.32,0.148,Likely,1,63,0.18,7.17,19.15,No,0,Yes,,True,2025-09-07
F118403,Vavuniya,Mahagama North,5.910486,81.567386,53,2451.3,Agriculture,Loamy,Surface water,Off-grid (solar),Good (paved),480,1.0,Rural,108.9,499.4,0.195,0.229,0.119,Likely,0,49,14.49,1.05,55.71,Yes,293553,Yes,,True,2024-01-18
F118404,Puttalam,Kirivila South,7.866767,80.346382,11,1328.9,Agriculture,Loamy,Well,None,Fair,580,4.0,Rural,56.2,59.1,0.32,0.37,0.046,Unlikely,0,18,2.72,12.26,27.44,No,0,No,Poor infrastructure,True,2025-04-16
F118405,Gampaha,Welithota,8.923421,80.435318,76,2264.0,Scrub,Loamy,Well,Grid,Good (paved),1887,20.9,Urban,165.5,455.7,0.274,-0.191,-0.12,Unlikely,0,59,3.55,3.48,56.93,Yes,17785,Yes,,True,2023-12-29
F118406,Jaffna,Polamedura North,8.779154,80.714061,4,666.6,Urban,Clay,Surface water,Grid,Poor (unpaved),598,13.1,Urban,129.6,69.8,0.664,-0.057,0.269,Likely,1,47,1.61,6.39,34.39,No,0,Yes,,True,2025-01-02
F118407,Matara,Welithota West,7.37834,81.44283,12,512.7,Agriculture,Loamy,Municipal,Grid,Poor (unpaved),606,1.0,Rural,78.1,380.5,0.157,0.645,-0.038,Unlikely,1,44,7.21,4.52,57.5,Yes,156978,Yes,,True,2024-07-22
F118408,Nuwara Eliya,Udukanda,7.753831,79.773488,1121,4870.8,Scrub,Loamy,Municipal,Grid,Poor (unpaved),434,10.1,Rural,56.9,172.6,0.394,-0.211,-0.299,Unlikely,1,40,12.35,0.37,25.14,No,0,Yes,,True,2024-05-02
F118409,Kilinochchi,Nayanuwara West,7.807046,81.373959,62,1559.6,Urban,Peaty,Municipal,None,Good (paved),942,8.2,Urban,2.8,230.3,0.922,-0.053,-0.28,Unlikely,0,41,2.18,4.2,16.56,No,0,Yes,,True,2024-01-10
F118410,Galle,Kirithota East,8.621634,81.858605,63,2195.2,Agriculture,Peaty,Municipal,Grid,Good (paved),1483,43.5,Urban,96.1,348.6,0.404,0.425,0.136,Likely,0,60,7.99,4.64,40.8,No,0,Yes,,True,2025-08-06
F118411,Mullaitivu,Kudakumbura South,9.654466,80.792916,196,921.8,Plantation,Silty,Tube-well,Mixed,Good (paved),474,9.7,Rural,55.5,98.4,0.504,0.61,-0.239,Unlikely,0,30,6.8,1.62,16.2,No,0,Yes,,True,2024-08-22
F118412,Ratnapura,Welimulla East,7.28454,80.462969,57,217.7,Scrub,Loamy,Municipal,None,Fair,10,14.5,Rural,108.2,196.9,0.346,-0.139,0.122,Likely,2,44,7.32,0.03,44.09,No,0,Yes,,True,2024-06-07
F118413,Mullaitivu,Kirithota,7.173588,81.389358,8,4314.6,Plantation,Clay,Municipal,Grid,Good (paved),813,29.3,Rural,119.4,55.2,0.546,0.646,-0.133,Unlikely,0,66,28.97,0.45,28.54,No,0,Yes,,True,2024-01-29
F118414,Gampaha,Mahanuwara West,8.813737,80.624522,134,539.3,Plantation,Clay,Municipal,Grid,Good (paved),1601,72.2,Urban,74.8,367.4,0.774,0.171,-0.182,Unlikely,0,48,16.26,3.08,39.17,No,0,Yes,,True,2025-11-22
F118415,Colombo,Udaramulla,9.067963,81.466033,132,6945.1,Scrub,Loamy,Rainwater harvesting,Grid,Good (paved),1022,59.0,Urban,98.3,170.5,0.624,-0.001,0.025,Unlikely,0,7,3.84,1.19,30.05,No,0,No,Poor infrastructure,True,2025-08-08
F118416,Colombo,Pahalanuwara East,8.010246,80.167375,30,3104.3,Agriculture,Loamy,Municipal,Grid,Fair,1361,35.1,Urban,43.4,197.9,0.349,-0.001,0.196,Likely,0,41,27.22,4.1,31.0,No,0,Yes,,True,2024-07-11
F118417,Colombo,Panamedura Central,5.984588,81.27012,46,169.5,Agriculture,Peaty,Tube-well,Grid,Poor (unpaved),989,11.3,Rural,68.9,177.4,0.681,0.228,-0.135,Unlikely,1,47,0.66,1.4,34.43,No,0,Yes,,True,2025-08-09
F118418,Polonnaruwa,Pahalapitiya,6.373896,81.06282,108,1262.6,Agriculture,Peaty,Municipal,Grid,Fair,1004,22.7,Urban,51.3,190.1,0.506,0.262,0.133,Likely,0,28,2.45,2.33,24.25,No,0,No,Poor infrastructure,True,2025-12-07
F118419,Ratnapura,Mahakumbura West,6.989717,81.833386,90,1006.0,Plantation,Sandy,Municipal,Grid,Good (paved),740,33.2,Rural,98.6,67.8,0.64,0.325,0.153,Likely,0,62,0.53,6.71,14.57,No,0,Yes,,True,2024-03-21
F118420,Badulla,Nayapitiya East,8.774338,81.452198,906,1993.6,Urban,Silty,Rainwater harvesting,Mixed,Good (paved),376,16.2,Urban,76.6,313.1,0.7,-0.077,0.258,Likely,0,25,6.23,1.57,35.06,No,0,No,Poor infrastructure,True,2025-03-11
F118421,Nuwara Eliya,Mahagama Central,7.266865,80.355786,830,1450.2,Agriculture,Clay,Tube-well,Mixed,Good (paved),343,8.8,Rural,40.4,168.4,0.357,-0.04,0.064,Unlikely,0,25,4.63,2.56,22.44,No,0,No,Poor infrastructure,True,2024-10-27
F118422,Kandy,Polamulla,9.540891,80.258637,616,527.6,Urban,Silty,Well,Grid,Poor (unpaved),1638,60.8,Urban,44.8,80.5,0.859,0.263,0.131,Likely,0,45,7.38,5.13,11.14,No,0,Yes,,True,2025-02-28
F118423,Ratnapura,Nayapitiya,6.356453,79.72309,33,956.5,Urban,Peaty,Municipal,Grid,Poor (unpaved),502,23.0,Urban,192.7,358.8,0.56,0.517,0.025,Unlikely,0,20,2.85,11.71,57.82,Yes,221069,No,Poor infrastructure,True,2024-10-09
F118424,Colombo,Galathota Central,7.708937,80.812981,129,43.6,Scrub,Loamy,Well,Grid,Good (paved),2248,53.6,Urban,94.6,88.7,0.83,-0.194,-0.03,Unlikely,1,79,5.19,1.74,25.83,No,0,Yes,,True,2024-09-20
F118425,Kurunegala,Galakanda Central,6.794846,79.884294,26,887.0,Forest,Silty,Tube-well,None,Poor (unpaved),677,1.5,Rural,23.1,5.1,0.85,0.393,0.047,Unlikely,0,24,7.04,10.46,9.11,No,0,No,Poor infrastructure,True,2023-12-15
F118426,Kegalle,Kiripola South,7.562768,80.923423,64,1951.0,Forest,Loamy,Surface water,Grid,Good (paved),291,21.3,Rural,176.0,138.1,0.796,0.696,0.215,Likely,0,63,6.47,17.67,25.91,No,0,Yes,,True,2025-06-17
F118427,Vavuniya,Galagama,8.242254,79.807884,36,1462.3,Urban,Peaty,Rainwater harvesting,Grid,Poor (unpaved),461,27.8,Urban,131.9,10.4,0.245,-0.603,0.174,Likely,0,28,6.98,0.74,24.4,No,0,No,Poor infrastructure,True,2024-01-23
F118428,Kegalle,Kudagama Central,6.282891,80.852263,72,67.0,Urban,Peaty,Surface water,Grid,Fair,193,1.0,Urban,75.8,249.0,0.618,0.375,0.031,Unlikely,0,49,17.29,7.62,37.3,No,0,Yes,,True,2024-06-04
F118429,Gampaha,Kirikanda Central,8.58921,81.651853,131,198.9,Urban,Sandy,Surface water,Grid,Good (paved),1061,35.0,Urban,168.2,91.0,0.37,0.082,-0.18,Unlikely,0,73,0.8,1.58,35.15,No,0,Yes,,True,2024-06-24
F118430,Mullaitivu,Nayapola West,9.022762,81.199467,171,1102.1,Urban,Silty,Rainwater harvesting,Grid,Poor (unpaved),894,5.1,Urban,6.3,45.6,0.831,0.271,0.141,Likely,0,26,16.6,9.16,3.78,No,0,No,Poor infrastructure,True,2025-12-03
F118431,Kegalle,Uduwatta West,9.800381,80.620634,153,5763.4,Urban,Sandy,Municipal,Grid,Good (paved),144,50.1,Urban,145.4,241.1,0.368,0.417,0.62,Likely,0,56,9.37,2.69,37.86,No,0,Yes,,True,2025-05-20
F118432,Mannar,Kirikumbura North,7.886101,79.837016,196,2510.7,Forest,Loamy,Well,Off-grid (solar),No road access,527,27.4,Rural,100.4,370.0,0.685,0.551,0.323,Likely,0,27,1.43,0.05,42.69,No,0,No,Poor infrastructure; No road access,True,2024-08-18
F118433,Trincomalee,Pahalawatta South,8.318957,80.362771,3,2046.4,Wetland,Clay,Well,Grid,Fair,801,1.0,Rural,21.4,284.3,0.416,-0.141,0.073,Likely,0,36,0.8,1.31,42.22,No,0,Yes,,True,2025-11-05
F118434,Kilinochchi,Galawatta,6.216549,80.165862,10,932.6,Scrub,Loamy,Tube-well,Off-grid (solar),Poor (unpaved),933,53.7,Rural,181.5,313.2,0.211,0.084,-0.144,Unlikely,0,87,8.68,2.28,58.12,Yes,63209,Yes,,True,2024-04-05
F118435,Kalutara,Welipola Central,7.729463,80.534336,52,4668.8,Urban,Peaty,Tube-well,Grid,Good (paved),583,31.3,Urban,44.5,213.9,0.166,-0.002,-0.032,Unlikely,0,67,15.22,11.26,25.48,No,0,Yes,,True,2025-08-08
F118436,Matale,Mahanuwara Central,8.934762,80.161567,736,2275.9,Urban,Peaty,Surface water,Grid,Good (paved),10,2.0,Urban,50.1,356.7,0.748,0.264,0.075,Unlikely,0,50,3.15,12.91,32.36,No,0,Yes,,True,2024-10-22
F118437,Mannar,Pahalakumbura South,6.920013,79.658543,16,2430.3,Agriculture,Peaty,Surface water,Grid,Fair,714,52.4,Rural,49.9,190.1,0.88,0.206,-0.057,Unlikely,0,18,4.51,17.74,33.05,No,0,No,Poor infrastructure,True,2024-03-13
F118438,Ampara,Pahalathota Central,6.334239,79.683818,72,732.5,Bare Soil,Peaty,Surface water,Grid,Fair,684,43.9,Rural,32.4,202.0,0.578,0.109,0.056,Unlikely,0,33,5.63,1.03,23.19,No,0,Yes,,True,2024-04-07
F118439,Kandy,Kirigama Central,7.506001,81.629025,1076,1566.2,Urban,Loamy,Municipal,Grid,Good (paved),2096,44.2,Urban,43.4,210.1,0.323,-0.027,0.325,Likely,0,51,34.58,7.57,25.73,No,0,Yes,,True,2024-09-05
F118440,Polonnaruwa,Kirimulla South,8.862863,80.767644,133,2643.7,Plantation,Sandy,Municipal,Grid,Poor (unpaved),723,11.3,Rural,15.9,310.1,0.241,0.026,-0.06,Unlikely,0,5,2.34,11.02,35.09,No,0,No,Poor infrastructure,True,2025-01-30
F118441,Colombo,Mahanuwara,5.906222,81.399444,105,1455.3,Urban,Peaty,Rainwater harvesting,Off-grid (solar),Poor (unpaved),1606,70.0,Urban,128.6,330.3,0.508,0.327,0.173,Likely,0,17,6.27,4.85,47.1,Yes,48011,No,Poor infrastructure,True,2024-01-11
F118442,Ratnapura,Udaranuwara Central,5.900774,81.569331,30,3777.7,Forest,Silty,Surface water,Grid,Good (paved),149,1.0,Rural,21.9,296.4,0.851,0.44,-0.171,Unlikely,0,43,4.02,3.1,30.13,No,0,Yes,,True,2024-01-22
F118443,Badulla,Ihalavila South,5.93763,79.792961,509,346.3,Plantation,Loamy,Well,Grid,Good (paved),218,69.7,Rural,39.1,100.4,0.224,0.677,0.125,Likely,0,37,16.77,3.62,29.82,No,0,Yes,,True,2024-10-01
F118444,Polonnaruwa,Galakanda South,7.007962,81.624358,79,2767.6,Agriculture,Peaty,Well,Off-grid (solar),Good (paved),225,15.5,Rural,49.8,67.6,0.37,0.053,0.486,Likely,0,43,10.63,2.64,13.39,No,0,Yes,,True,2025-08-21
F118445,Kegalle,Mahanuwara,9.828634,80.533645,16,8588.9,Scrub,Clay,Surface water,Off-grid (solar),No road access,824,26.5,Rural,19.5,481.7,0.314,-0.055,0.502,Likely,0,27,45.64,8.87,57.78,No,0,No,Poor infrastructure; No road access,True,2024-06-30
F118446,Monaragala,Udukumbura North,7.134873,80.449988,6,2705.2,Bare Soil,Clay,Well,Grid,Good (paved),483,9.5,Rural,87.8,355.9,0.392,-0.407,0.007,Unlikely,0,85,1.54,5.69,49.69,Yes,22163,Yes,,True,2025-01-05
F118447,Polonnaruwa,Kudamedura,9.917783,81.756006,71,4152.5,Agriculture,Clay,Municipal,Off-grid (solar),Fair,595,35.2,Rural,80.3,367.8,0.962,0.008,0.57,Likely,0,36,19.06,9.98,37.22,No,0,Yes,,True,2025-07-31
F118448,Hambantota,Kirithota Central,9.582192,81.621329,77,487.6,Wetland,Clay,Well,Grid,Fair,403,1.0,Rural,93.1,12.8,0.544,-0.031,0.611,Likely,1,52,14.6,6.78,22.29,No,0,Yes,,True,2025-06-20
F118449,Kalutara,Udarakanda East,6.62293,81.311481,82,103.1,Wetland,Loamy,Well,Grid,Poor (unpaved),462,34.5,Rural,64.9,126.4,0.768,-0.098,0.071,Likely,0,54,17.22,6.32,25.67,No,0,Yes,,True,2025-07-26
F118450,Colombo,Mahavila,9.191189,80.281727,91,997.1,Agriculture,Silty,Municipal,Mixed,Fair,1871,25.0,Urban,72.1,328.0,0.187,0.061,0.303,Likely,0,57,1.04,6.62,38.22,No,0,Yes,,True,2025-01-01
F118451,Galle,Udarapola West,7.752429,80.409969,96,1123.4,Urban,Loamy,Municipal,Grid,Fair,1121,54.6,Urban,18.9,203.6,0.713,0.458,0.415,Likely,0,61,3.21,0.96,18.36,No,0,Yes,,True,2025-03-24
F118452,Batticaloa,Welivila,5.979355,80.328219,33,1583.4,Wetland,Silty,Surface water,Grid,Fair,385,1.0,Rural,61.8,288.0,0.21,-0.208,0.407,Likely,0,60,5.15,0.48,37.23,No,0,Yes,,True,2025-03-12
F118453,Jaffna,Nayavila North,9.487104,81.209598,21,3566.7,Agriculture,Peaty,Municipal,Off-grid (solar),Fair,476,1.0,Rural,51.7,173.1,0.243,0.021,0.003,Unlikely,0,5,6.94,6.1,35.41,No,0,No,Poor infrastructure,True,2025-02-04
F118454,Kalutara,Polapitiya,8.666946,81.368646,33,186.4,Urban,Peaty,Well,Grid,Fair,403,1.0,Urban,7.3,257.9,0.622,0.122,0.263,Likely,0,34,16.22,1.35,37.75,No,0,Yes,,True,2025-05-20
F118455,Polonnaruwa,Polakanda South,7.890359,81.746776,114,696.4,Forest,Peaty,Rainwater harvesting,Grid,Fair,293,55.6,Rural,26.6,462.2,0.664,0.363,0.049,Unlikely,0,51,10.49,0.64,42.22,No,0,Yes,,True,2025-03-25
F118456,Colombo,Kudathota,6.809833,80.539677,80,536.4,Scrub,Sandy,Rainwater harvesting,Grid,Good (paved),1934,76.6,Urban,113.7,281.7,0.776,0.342,-0.188,Unlikely,0,71,10.71,2.08,33.82,No,0,Yes,,True,2024-01-16
F118457,Nuwara Eliya,Udarakumbura,7.349022,81.488312,900,428.9,Plantation,Silty,Well,Grid,Good (paved),484,1.0,Rural,125.7,132.7,0.297,0.386,0.088,Unlikely,0,69,6.04,1.74,33.81,No,0,Yes,,True,2025-03-17
F118458,Polonnaruwa,Kudanuwara Central,9.539181,79.695006,11,66.4,Urban,Loamy,Municipal,Grid,Fair,746,47.3,Urban,54.9,258.9,0.645,0.578,0.195,Likely,0,52,25.49,10.78,49.48,No,0,Yes,,True,2025-03-24
F118459,Mullaitivu,Kiripola North,8.021305,81.193247,23,852.8,Urban,Sandy,Well,Grid,Poor (unpaved),328,14.5,Urban,86.9,144.0,0.827,0.29,-0.385,Unlikely,0,34,4.85,3.26,27.85,No,0,Yes,,True,2024-09-03
F118460,Hambantota,Pananuwara Central,5.942663,81.557785,119,5290.5,Agriculture,Sandy,Municipal,Grid,Good (paved),495,1.7,Rural,59.2,57.5,0.226,0.437,-0.239,Unlikely,0,55,13.64,7.65,13.04,No,0,Yes,,True,2024-02-26
F118461,Mullaitivu,Pananuwara East,8.916052,80.838071,8,11843.2,Scrub,Loamy,Surface water,Off-grid (solar),Good (paved),282,30.5,Rural,85.7,9.3,0.793,0.078,0.003,Unlikely,0,38,3.39,9.32,21.74,No,0,Yes,,True,2025-05-05
F118462,Mullaitivu,Uduwatta North,9.612826,80.806989,115,4185.8,Wetland,Silty,Tube-well,Grid,Good (paved),502,34.8,Rural,32.3,402.2,0.84,-0.093,0.259,Likely,0,53,12.39,13.0,34.79,No,0,Yes,,True,2024-04-29
F118463,Monaragala,Mahamedura,6.108618,79.826355,162,632.2,Urban,Clay,Municipal,Grid,No road access,667,39.4,Urban,100.5,385.6,0.132,-0.199,0.026,Unlikely,1,57,18.67,1.93,49.63,Yes,44937,No,No road access,True,2024-07-27
F118464,Matara,Galavila,8.393028,81.007509,47,554.1,Forest,Silty,Municipal,Off-grid (solar),Poor (unpaved),55,48.5,Rural,13.3,94.5,0.32,0.717,0.458,Likely,0,32,5.93,0.08,16.13,No,0,Yes,,True,2025-04-17
F118465,Monaragala,Welipitiya,5.903295,80.254849,139,2812.3,Agriculture,Silty,Tube-well,Off-grid (solar),Poor (unpaved),41,19.7,Rural,90.1,391.9,0.45,0.361,-0.181,Unlikely,0,20,4.39,10.04,46.15,No,0,No,Poor infrastructure,True,2025-01-27
F118466,Matara,Uduwatta North,6.679274,80.432429,30,104.3,Scrub,Loamy,Well,Grid,Good (paved),101,1.0,Rural,44.6,168.3,0.581,0.201,0.687,Likely,1,44,8.77,7.19,36.83,No,0,Yes,,True,2024-08-12
F118467,Mannar,Pahalamedura West,6.063441,80.200464,41,558.7,Forest,Loamy,Tube-well,Grid,Good (paved),678,15.2,Rural,1.2,3.0,0.38,0.719,-0.2,Unlikely,0,73,9.53,4.63,2.73,No,0,Yes,,True,2024-08-14
F118468,Kegalle,Nayavila Central,5.947063,81.600568,6,1273.6,Plantation,Loamy,Municipal,Grid,Fair,962,15.7,Rural,187.9,38.5,0.17,-0.174,0.236,Likely,1,61,0.84,2.13,40.68,No,0,Yes,,True,2024-06-05
F118469,Kegalle,Kudawatta West,6.085268,81.288869,209,511.6,Agriculture,Silty,Well,Grid,Good (paved),405,22.2,Rural,17.8,180.2,0.07,-0.186,-0.204,Unlikely,0,72,14.95,3.81,20.01,No,0,Yes,,True,2025-01-22
F118470,Vavuniya,Galavila West,6.04971,80.147249,138,2506.0,Forest,Silty,Tube-well,Grid,Poor (unpaved),420,36.5,Rural,33.4,311.3,0.409,0.297,0.13,Likely,0,5,6.16,4.23,36.52,No,0,No,Poor infrastructure,True,2025-08-06
F118471,Mullaitivu,Udukanda,9.862371,80.074285,14,1543.3,Urban,Silty,Municipal,Grid,Poor (unpaved),10,12.0,Urban,198.6,206.6,0.48,0.354,-0.256,Unlikely,0,18,3.33,4.19,51.88,Yes,121808,No,Poor infrastructure,True,2024-10-02
F118472,Gampaha,Ihalawatta Central,6.672124,81.834273,40,1395.4,Agriculture,Peaty,Municipal,Grid,Good (paved),892,18.8,Rural,88.3,213.1,0.337,-0.211,-0.219,Unlikely,0,77,17.34,0.62,29.46,No,0,Yes,,True,2025-03-25
F118473,Badulla,Udarawatta East,7.761316,81.129932,338,128.4,Agriculture,Clay,Rainwater harvesting,Grid,Good (paved),163,1.0,Rural,84.5,207.4,0.326,0.346,-0.073,Unlikely,0,68,2.79,1.93,35.72,No,0,Yes,,True,2025-09-21
F118474,Gampaha,Udukumbura West,9.826213,80.724065,43,818.7,Scrub,Loamy,Tube-well,Mixed,Good (paved),1093,21.6,Urban,49.6,274.2,0.414,-0.085,0.538,Likely,0,33,7.78,0.16,33.55,No,0,Yes,,True,2024-07-21
F118475,Ratnapura,Mahapitiya West,8.343706,81.376017,18,4082.7,Forest,Sandy,Tube-well,Grid,Good (paved),22,3.2,Rural,79.1,257.1,0.514,0.304,-0.103,Unlikely,0,59,8.86,2.77,38.06,No,0,Yes,,True,2024-09-28
F118476,Ampara,Panavila South,7.029093,80.393244,49,161.5,Wetland,Clay,Municipal,Grid,Fair,524,36.2,Rural,141.0,120.2,0.285,-0.243,0.552,Likely,0,5,12.99,6.64,42.88,No,0,No,Poor infrastructure,True,2025-02-22
F118477,Kegalle,Polamedura East,8.907012,80.179663,170,3321.3,Agriculture,Loamy,Municipal,Mixed,Good (paved),375,1.0,Rural,25.4,166.6,0.585,-0.102,-0.212,Unlikely,0,35,18.29,3.34,17.12,No,0,Yes,,True,2024-05-14
F118478,Polonnaruwa,Nayawatta North,8.518975,80.033819,18,2254.6,Urban,Sandy,Well,Grid,Good (paved),586,49.5,Urban,84.6,157.5,0.435,-0.034,0.018,Unlikely,0,72,0.81,1.26,32.11,No,0,Yes,,True,2025-10-03
F118479,Colombo,Nayavila Central,7.384486,81.751862,16,849.9,Wetland,Loamy,Municipal,Grid,Poor (unpaved),619,43.5,Rural,145.1,134.4,0.018,0.444,0.142,Likely,0,28,6.64,10.35,45.1,No,0,No,Poor infrastructure,True,2025-01-20
F118480,Badulla,Udaravila South,6.516187,79.888102,758,2573.0,Forest,Sandy,Surface water,Grid,Good (paved),503,44.8,Rural,111.2,159.5,0.656,0.335,0.088,Unlikely,0,66,4.05,1.03,23.49,No,0,Yes,,True,2024-03-26
F118481,Ratnapura,Kirimulla South,9.719716,80.824813,31,518.9,Scrub,Loamy,Tube-well,Grid,Poor (unpaved),696,26.9,Rural,52.7,17.8,0.461,-0.231,0.032,Unlikely,0,66,11.78,7.01,12.59,No,0,Yes,,True,2025-11-10
F118482,Nuwara Eliya,Pananuwara East,9.569842,79.695777,545,7.5,Forest,Silty,Municipal,Grid,Good (paved),211,36.0,Rural,120.2,301.2,0.774,0.342,0.263,Likely,0,52,1.73,11.85,45.98,Yes,176044,Yes,,True,2023-12-25
F118483,Gampaha,Nayapola South,8.719284,80.673784,58,3012.7,Agriculture,Sandy,Municipal,Grid,Poor (unpaved),1937,27.8,Urban,17.1,174.0,0.279,-0.192,-0.135,Unlikely,0,34,8.06,2.49,21.41,No,0,Yes,,True,2025-06-27
F118484,Mullaitivu,Udaramulla Central,7.627155,81.656013,29,1864.8,Agriculture,Clay,Well,Grid,Good (paved),10,14.4,Rural,24.7,166.3,0.38,0.442,0.461,Likely,0,64,14.33,3.38,23.15,No,0,Yes,,True,2025-06-10
F118485,Hambantota,Panakanda North,9.557913,81.709323,82,658.8,Agriculture,Sandy,Well,Grid,Good (paved),790,12.0,Rural,118.5,249.5,0.333,0.567,-0.202,Unlikely,0,61,2.1,2.35,33.81,No,0,Yes,,True,2024-05-08
F118486,Monaragala,Udaramulla North,6.237161,79.902901,175,1137.0,Forest,Peaty,Rainwater harvesting,Grid,Good (paved),634,4.3,Rural,163.7,148.1,0.364,0.596,0.113,Likely,0,71,15.58,5.61,28.19,No,0,Yes,,True,2025-04-09
F118487,Ratnapura,Kudakumbura West,7.369262,81.480627,56,2787.0,Plantation,Clay,Municipal,Mixed,Fair,566,29.0,Rural,50.9,261.1,0.494,0.502,0.23,Likely,0,27,5.71,8.63,30.66,No,0,No,Poor infrastructure,True,2025-10-08
F118488,Anuradhapura,Mahakanda South,7.122964,80.670698,15,1035.5,Urban,Peaty,Municipal,Grid,Fair,531,1.1,Urban,33.2,487.6,0.417,-0.168,0.108,Likely,0,79,8.37,9.86,52.44,No,0,Yes,,True,2025-09-02
F118489,Ratnapura,Welithota Central,6.336201,79.973727,151,51.7,Forest,Sandy,Municipal,Mixed,Good (paved),410,4.2,Rural,0.2,460.4,0.511,0.404,0.219,Likely,0,56,0.33,15.98,47.89,No,0,Yes,,True,2025-11-05
F118490,Anuradhapura,Kirinuwara West,9.18954,81.491487,119,5223.2,Forest,Clay,Municipal,Off-grid (solar),Good (paved),181,6.5,Rural,141.0,201.9,0.454,0.293,-0.05,Unlikely,0,38,1.79,7.36,32.91,No,0,Yes,,True,2024-08-03
F118491,Kandy,Udarapola West,7.36468,80.628612,471,684.6,Wetland,Peaty,Municipal,Grid,Poor (unpaved),1531,18.2,Urban,54.5,234.2,0.595,0.444,0.471,Likely,0,20,20.81,2.03,27.93,No,0,No,Poor infrastructure,True,2025-03-26
F118492,Anuradhapura,Kirikumbura North,6.825636,80.482736,15,1440.1,Urban,Silty,Municipal,Grid,Fair,672,1.0,Urban,44.5,74.2,0.524,-0.148,0.267,Likely,0,9,25.77,1.46,25.04,No,0,No,Poor infrastructure,True,2025-02-16
F118493,Kalutara,Kudathota North,7.359948,80.46915,47,680.8,Plantation,Loamy,Rainwater harvesting,Grid,Good (paved),359,41.2,Rural,39.7,122.0,0.481,0.203,0.691,Likely,0,69,16.39,5.52,15.39,No,0,Yes,,True,2024-05-30
F118494,Badulla,Pahalathota Central,6.516619,81.861424,128,94.2,Agriculture,Clay,Well,Off-grid (solar),Good (paved),595,47.0,Rural,108.7,120.2,0.631,-0.434,0.295,Likely,0,19,15.01,6.23,35.03,No,0,No,Poor infrastructure,True,2024-10-09
F118495,Mannar,Nayamulla East,9.515514,81.782069,24,2894.1,Urban,Silty,Well,Grid,Good (paved),446,1.0,Urban,32.6,327.6,0.504,-0.068,0.044,Unlikely,0,31,1.78,17.66,40.27,No,0,Yes,,True,2025-02-17
F118496,Jaffna,Polagama Central,6.284458,81.636707,86,1111.7,Agriculture,Clay,Municipal,Grid,Good (paved),420,16.8,Rural,35.9,117.7,0.626,-0.025,0.116,Likely,0,53,8.12,1.52,12.68,No,0,Yes,,True,2024-04-24
F118497,Gampaha,Nayavila North,8.421133,81.638895,5,120.0,Urban,Silty,Municipal,Grid,Poor (unpaved),1382,26.0,Urban,0.7,94.9,0.239,0.177,-0.322,Unlikely,1,27,2.88,0.37,40.19,No,0,No,Poor infrastructure,True,2025-01-16
F118498,Kurunegala,Weliwatta North,7.156486,81.014714,40,424.2,Urban,Peaty,Tube-well,Grid,Good (paved),271,34.0,Urban,10.4,113.6,0.508,0.247,-0.199,Unlikely,0,64,6.19,5.85,23.73,No,0,Yes,,True,2024-07-24
F118499,Galle,Kudakanda East,7.532965,80.706941,84,4462.9,Agriculture,Sandy,Tube-well,Grid,Good (paved),1401,48.6,Urban,46.1,226.0,0.668,0.443,0.02,Unlikely,0,95,14.31,4.4,19.69,No,0,Yes,,True,2025-07-20
F118500,Nuwara Eliya,Mahakanda South,9.125112,80.450919,325,189.3,Urban,Sandy,Surface water,Grid,No road access,1251,22.1,Urban,33.1,437.9,0.857,0.53,-0.276,Unlikely,0,29,37.15,9.84,49.44,No,0,No,Poor infrastructure; No road access,True,2024-05-24
F118501,Kegalle,Udaramedura East,9.4852,81.370916,30,2643.2,Forest,Loamy,Tube-well,Grid,Fair,310,11.1,Rural,38.7,138.0,0.279,0.175,-0.094,Unlikely,0,47,1.55,4.31,24.44,No,0,Yes,,True,2024-11-19
F118502,Kegalle,Kirikanda,6.381655,80.547627,94,1995.4,Forest,Loamy,Surface water,Grid,Fair,706,1.0,Rural,42.7,433.1,0.422,0.291,0.13,Likely,0,35,8.08,12.53,42.69,No,0,Yes,,True,2025-08-13
F118503,Mullaitivu,Mahapitiya South,8.229206,81.24455,97,2464.8,Plantation,Loamy,Well,Mixed,Fair,176,28.4,Rural,96.2,115.6,0.606,0.192,0.091,Unlikely,0,23,8.73,6.4,22.31,No,0,No,Poor infrastructure,True,2024-10-05
